id;learn_descr;other_descr;cat_1;code_id_1;code_1;code_id_2;code_2;weitere Kategorien / nochmal prüfen;category_1;remark;
3662;beratungskriterien;;;;;;;;;;
3666;fachwissen;;;1a1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
3667;;ständige Kontrollfunktion und Nacharbeit von Lehrpläne;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3668;;Berufsschulunterricht 3.Lehrjahr;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3669;heterogenität bei ha-qualität der sus;;;;;;;;;;
3677;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3682;details kommunikationsprüfung;;;;;;;;;;
3683;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3684;;Trotz doppelstunde, unterricht in 2 Klassen. Keine pause, in beiden Klassen  Corona-tests durchführen, zu spät kommer disziplinieren, effektive Unterrichtszeit je klasse ca 30 min - zeitdruck;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3685;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3686;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3691;;Besprechung mit Referendar;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3703;;Krankgeschrieben, trotzdem mit Referendarin telefoniert;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3709;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3710;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3714;echte pausen sind wichtig ;;;2B4;Importance of Breaks and Resource Conservation;;;;Importance of Breaks and Resource Conservation;;
3717;;Es ist sehr anstrengend, nach 5 Minuten Pause in einem völlig anderen Thema präsent zu sein. ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3724;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3725;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3728;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3729;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3730;umgang mit nicht funktionierender technik;"Megastress, da PC nicht funktionierte, für Hybridunterricht aber unbedingt notwendig war; Ersatzraumsuche und Umzug in anderen Raum";;1a3;Technological Knowledge and Skills;;;;Technological Knowledge and Skills;;
3732;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3733;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3736;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3739;;Kopierer ausgefallen;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3741;;Gespräch zwischen Tür und Angel;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3745;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3754;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3757;soziales umfeld der schüler kennenlernen;Stress durch drohendes Zuspätkommen in der Folgestunde ;;;;;;;;;
3761;werturteile schülerinnen/schüler ;;;;;;;;;;
3762;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3763;informationen über neuerungen ;;;1a8;Other Job-specific Knowledge and Skills;;;;Other Job-specific Knowledge and Skills;;
3765;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3767;;Einführung IT Bildungsplan neu;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3770;austausch mit anderen ;;;;;;;;;;
3778;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3779;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3780;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3783;kommunikation mit sus, flexibel auf kurzfristige änderungen reagieren;;;;;;;;;;
3787;ü;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3788;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3803;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3804;neuer unterricht vorbereitet;Nein ;;1a8;Other Job-specific Knowledge and Skills;;;;Other Job-specific Knowledge and Skills;;
3806;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3820;;Klassenkonferenz;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3821;schülerinnen zeigen manchmal mehr interesse an unterrichtsthemen, als wir ahnen. ;Inhaltliche Auseinandersetzung mit Unterrichtsthemen ;;1b3;Importance of Engaging with Students & Relationship to Students;;;x;Importance of Engaging with Students & Relationship to Students;;
3828;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3829;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3832;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3833;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3836;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3837;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3839;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3841;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3842;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3844;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3846;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3847;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3849;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3850;fachwissen;;;1a1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
3851;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3852;termine von zsl kommen extrem kurzfristig;;;;;;;;;;
3861;;GLK;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3862;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3863;schulorganisation;;;1a4;Job-specific Organisational Knowledge and Skills;;;;Job-specific Organisational Knowledge and Skills;;
3876;korrekte wahl des browsers;Unterricht in MS Dyn verursacht regelmäßig technische Probleme ;;1a3;Technological Knowledge and Skills;;;;Technological Knowledge and Skills;;
3887;;Korrektur KA;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3899;;Berstungsgespräch mit Technikerschülern;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3900;;Mailaustausch und Telefonate mit externen Partnern während der Mittagspause;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3902;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3905;;Telefonat mit Firma die Jobangebote für Absooventen hat;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3907;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3908;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3912;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3913;;Häufige Unterbrechungen der Klassenarbeitskorrektur;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3914;gespräch über koordination av;;;;;;;;;;
3917;bewertung von schreibprodukten ;;;1a8;Other Job-specific Knowledge and Skills;;;;Other Job-specific Knowledge and Skills;;
3923;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3931;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3941;infoeingabe in soziale netzwerke, grafikprgrmme zur borbereitung;SchiLF;;;;;;;;;
3942;absprachen zur gestaltung der kooperation zur gestaltun zusätzlicher lernsngebote;Koop. Mit Externen zum Angebot von Bewerbungstraining für Schüler*innen der Fachschule;;;;;;;;;
3953;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3954;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3956;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3963;infos erhalten in konferenz bg;Angenehm, da über moodle. Ansonsten rund eine Stunde Fahrzeit insgesamt zwischen Schule und Wohnort;;;;;;;;;
3965;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3967;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3974;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3977;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3987;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3990;;Neues aktuelles Thema E4 vorbereitet;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3991;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3992;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
3995;informelles gespräch über orga studienfahrt;;;;;;;;;;
4002;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4003;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4008;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4021;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4024;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4026;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4036;pausen fallen leider immer aus. ;;;2B4;Importance of Breaks and Resource Conservation;;;;Importance of Breaks and Resource Conservation;;
4040;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4042;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4081;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4082;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4092;effektivere nutzung der teams chatfunktion;Die Kollegen sind super, aber ich musste mehrere Sachen mit mehreren Kollegen absprechen. Meine Klasse betreffend.;;;;;;;;;
4095;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4097;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4098;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4100;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4101;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4108;angebote zsl, kulturschule;;;;;;;;;;
4109;neues fachwissen angeeignet, material erstellt;;;1a1;Content Knowledge and Skills;;;;Content Knowledge and Skills;;
4120;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4122;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4123;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4125;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4126;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4129;;Ermüdung durch die Konzentration auf den Bildschirm;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4140;erstmalig in präsenz - präsenz ist online-veranstaltung in allen belangen deutlich überlegen;;;;;;;;;;
4141;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4144;;Austausch mit AL Kollege über MA;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4146;;Erfahrungsaustausch mit Kollegen über Abäufe;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4156;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4163;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4164;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4165;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4168;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4171;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4172;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4173;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4175;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4184;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4187;fortbildungen;;;4b;No Learning Outcome mentioned;;;;No Learning Outcome mentioned;;
4196;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4201;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4203;auf dem aktuellen stand der internationalen ereignisse sein;Besorgniserregende Nachrichten, die eigenes Unbehagen hervorrufen;;;;;;;;;
4204;;Am Nachmittag wichtige unterrichtsinhslte an übermüdete Schüler innen vermitteln ist rine Hersusforderung;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4210;flexibilität ist eines der höchsten güter unseres berufs;Ich habe von zu Hause unterrichtet und die Schüler:innen waren in der Schule. Die Technik hat nicht richtig funktioniert.;;;;;;;;;
4212;;Beratungslehrertätigkeit;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4222;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4229;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4234;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4235;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4236;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4240;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4249;;Beratungslehrertätigkeit;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4252;unterstützungssysteme für jugendliche;;;;;;;;;;
4253;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4254;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4255;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4257;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4278;;Beratungslehrertätigkeit;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4279;;Alltagsgeschäft, stressig, weil dauernder Wechsel von Aufgaben;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4281;;uteilweise unklare Kommunikation mit einzelnen Lehrkräften;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4282;;Personelle und räumliche Resourcen sind so knapp, dass eine sinnvolle, befriefigende Planung nicht möglich ist. ;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4286;pausen sind wichtig ;;;2B4;Importance of Breaks and Resource Conservation;;;;Importance of Breaks and Resource Conservation;;
4290;ca. 30 minuten gespräche mit schülern über die kriegssituation;interessant waren die Meinungen der Schüler;;;;;;;;;
4294;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4295;aktueller stand des km-projektes;;;;;;;;;;
4308;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4310;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4318;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4320;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4327;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4331;- aufgaben des kollegen ad hoc übernommen;;;;;;;;;;
4339;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4343;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4344;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4347;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4349;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4352;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4359;auswertung von antibiogrammen - kreative schülerbeobachtungen;Nein ;;;;;;;;;
4361;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4362;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
4366;;;no learning outcome mentioned;;;;;;no learning outcome mentioned;;
